route_id,vehicle_id,vehicle_registration,relocation_cost_pln,service_cost_pln,penalty_cost_pln,total_assignment_cost
3689,113,SZ4034V,0.0,0.0,0.0,0.0
3690,110,KT4836S,0.0,0.0,0.0,0.0
3691,119,LU5066O,0.0,0.0,0.0,0.0
3692,128,KRA8087A,0.0,0.0,0.0,0.0
3693,130,WX6900T,0.0,0.0,0.0,0.0
3694,125,LU8544G,0.0,0.0,0.0,0.0
3695,112,WL8049L,0.0,0.0,0.0,0.0
3696,131,WWL8192M,0.0,0.0,0.0,0.0
3697,115,LB4360J,0.0,0.0,0.0,0.0
3698,138,LB9835U,0.0,0.0,0.0,0.0
3699,133,WRA8910E,0.0,0.0,0.0,0.0
3700,141,ZS5578E,0.0,0.0,0.0,0.0
3701,147,KRA3376S,0.0,0.0,0.0,0.0
3702,146,SK0010K,0.0,0.0,0.0,0.0
3703,150,LUB6308Z,0.0,0.0,0.0,0.0
3704,151,LUB2170A,0.0,0.0,0.0,0.0
3705,161,WXE7534C,0.0,0.0,0.0,0.0
3706,117,WX7471C,0.0,0.0,0.0,0.0
3707,135,ZS2381S,0.0,0.0,0.0,0.0
3708,153,WL8190B,0.0,0.0,0.0,0.0
3709,139,KR3809E,0.0,0.0,0.0,0.0
3710,123,WLI5823W,0.0,0.0,0.0,0.0
3711,155,DW8701S,0.0,0.0,0.0,0.0
3712,156,WP7704W,0.0,0.0,0.0,0.0
3713,143,SZ2747V,0.0,0.0,0.0,0.0
3714,124,KR6702W,0.0,0.0,0.0,0.0
3715,129,WLI8788D,0.0,0.0,0.0,0.0
3716,132,DW2688Q,0.0,0.0,0.0,0.0
3717,162,SK8077R,0.0,0.0,0.0,0.0
3718,158,KT9949G,0.0,0.0,0.0,0.0
3719,164,PO0829F,0.0,0.0,0.0,0.0
3720,160,WLI3554R,0.0,0.0,0.0,0.0
3721,142,LUB6685X,0.0,0.0,0.0,0.0
3722,149,DW3884M,0.0,0.0,0.0,0.0
3723,165,WRA1147C,0.0,0.0,0.0,0.0
3724,163,WXE7175H,0.0,0.0,0.0,0.0
3725,154,DW7377G,1400.987,0.0,0.0,1400.987
3726,159,WX9428E,1439.013,0.0,0.0,1439.013
3727,168,WRA2735R,0.0,0.0,0.0,0.0
3728,148,WXE6307C,1385.0900000000001,0.0,0.0,1385.0900000000001
3729,177,WP5647B,1369.3899999999999,0.0,0.0,1369.3899999999999
3730,18,WL6670G,1343.346,0.0,0.0,1343.346
3731,175,WP4891B,1347.9579999999999,0.0,0.0,1347.9579999999999
3732,180,WP9876B,1454.7160000000001,0.0,0.0,1454.7160000000001
3733,22,SK9256X,1420.594,0.0,0.0,1420.594
3734,172,LU5568Z,1497.851,0.0,0.0,1497.851
3735,170,WP7276B,1332.418,0.0,0.0,1332.418
3736,178,WP7123B,1235.8249999999998,0.0,0.0,1235.8249999999998
3737,174,WPR312B,1654.343,0.0,0.0,1654.343
3738,166,WRA1489O,1528.861,0.0,0.0,1528.861
3739,176,WP8437B,1550.208,0.0,0.0,1550.208
3740,173,WP7312B,1449.395,0.0,0.0,1449.395
3741,144,KRA3675R,1416.771,0.0,0.0,1416.771
3742,1,KR5246J,1869.035,0.0,0.0,1869.035
3743,145,WLI9760G,1849.8050000000003,0.0,0.0,1849.8050000000003
3744,157,ND8514G,1357.089,0.0,0.0,1357.089
3747,54,ZS8763A,0.0,0.0,0.0,0.0
3745,26,LUB4051L,0.0,0.0,0.0,0.0
3746,167,SZ9028B,1454.5729999999999,0.0,0.0,1454.5729999999999
3753,34,LU6108X,1809.21,0.0,0.0,1809.21
3752,169,KRA9105P,1509.472,0.0,0.0,1509.472
3748,24,KT0849H,2026.525,0.0,0.0,2026.525
3749,28,DW7534H,1481.8049999999998,0.0,0.0,1481.8049999999998
3750,179,WP7321B,2013.824,0.0,0.0,2013.824
3756,126,PO3276I,0.0,0.0,0.0,0.0
3758,152,WXE2452Y,2005.0480000000002,0.0,0.0,2005.0480000000002
3760,171,WP5398T,1826.967,0.0,0.0,1826.967
3761,37,WP7896H,1878.283,0.0,0.0,1878.283
3764,60,LUB0194J,0.0,0.0,0.0,0.0
3774,6,WLI0304O,0.0,0.0,0.0,0.0
3775,3,LU8321W,0.0,0.0,0.0,0.0
3776,2,DW2178L,0.0,0.0,0.0,0.0
3777,7,ND3121F,0.0,0.0,0.0,0.0
3778,4,PO6986J,0.0,0.0,0.0,0.0
3779,13,KRA5061Q,0.0,0.0,0.0,0.0
3780,5,ZS8758M,0.0,0.0,0.0,0.0
3781,10,WL3133P,0.0,0.0,0.0,0.0
3782,8,SK5752N,0.0,0.0,0.0,0.0
3783,16,WWL8523S,0.0,0.0,0.0,0.0
3784,12,LB6532K,0.0,0.0,0.0,0.0
3785,14,WXE1114V,0.0,0.0,0.0,0.0
3786,15,SK2445H,0.0,0.0,0.0,0.0
3787,17,WLI2699B,0.0,0.0,0.0,0.0
3788,19,LUB1293D,0.0,0.0,0.0,0.0
3789,21,ND3116J,0.0,0.0,0.0,0.0
3790,20,SK7404R,0.0,0.0,0.0,0.0
3791,23,DW8219T,0.0,0.0,0.0,0.0
3792,9,SK4319A,0.0,0.0,0.0,0.0
3793,11,LB8387D,0.0,0.0,0.0,0.0
3794,39,KRA5649X,1400.987,0.0,0.0,1400.987
3795,170,WP7276B,1240.3020000000001,0.0,0.0,1240.3020000000001
3796,40,ND1003Q,1424.785,0.0,0.0,1424.785
3797,159,WX9428E,1309.636,0.0,0.0,1309.636
3798,26,LUB4051L,1405.627,0.0,0.0,1405.627
3799,36,LU1384P,1491.328,0.0,0.0,1491.328
3800,167,SZ9028B,1374.076,0.0,0.0,1374.076
3801,27,LU2866X,1235.8249999999998,0.0,0.0,1235.8249999999998
3802,18,WL6670G,1477.223,0.0,0.0,1477.223
3803,148,WXE6307C,1264.326,0.0,0.0,1264.326
3804,6,WLI0304O,0.0,0.0,0.0,0.0
3805,3,LU8321W,0.0,0.0,0.0,0.0
3806,2,DW2178L,0.0,0.0,0.0,0.0
3807,7,ND3121F,0.0,0.0,0.0,0.0
3808,4,PO6986J,0.0,0.0,0.0,0.0
3809,13,KRA5061Q,0.0,0.0,0.0,0.0
3810,5,ZS8758M,0.0,0.0,0.0,0.0
3811,10,WL3133P,0.0,0.0,0.0,0.0
3812,8,SK5752N,0.0,0.0,0.0,0.0
3813,16,WWL8523S,0.0,0.0,0.0,0.0
3814,12,LB6532K,0.0,0.0,0.0,0.0
3815,14,WXE1114V,0.0,0.0,0.0,0.0
3816,15,SK2445H,0.0,0.0,0.0,0.0
3817,17,WLI2699B,0.0,0.0,0.0,0.0
3818,19,LUB1293D,0.0,0.0,0.0,0.0
3819,21,ND3116J,0.0,0.0,0.0,0.0
3820,20,SK7404R,0.0,0.0,0.0,0.0
3821,23,DW8219T,0.0,0.0,0.0,0.0
3822,9,SK4319A,0.0,0.0,0.0,0.0
3823,11,LB8387D,0.0,0.0,0.0,0.0
3824,42,LUB2699F,1508.0620000000001,0.0,0.0,1508.0620000000001
3825,25,WXE3763C,1403.451,0.0,0.0,1403.451
3826,46,WXE3603X,1466.087,0.0,0.0,1466.087
3827,30,LUB9264Z,0.0,0.0,0.0,0.0
3828,38,ND9352Y,0.0,0.0,0.0,0.0
3829,35,WP7919L,0.0,0.0,0.0,0.0
3830,180,WP9876B,1319.5130000000001,0.0,0.0,1319.5130000000001
3831,174,WPR312B,1375.7440000000001,0.0,0.0,1375.7440000000001
3832,175,WP4891B,0.0,0.0,0.0,0.0
3833,4,PO6986J,0.0,0.0,0.0,0.0
3834,3,LU8321W,0.0,0.0,0.0,0.0
3835,10,WL3133P,0.0,0.0,0.0,0.0
3836,12,LB6532K,0.0,0.0,0.0,0.0
3837,21,ND3116J,0.0,0.0,0.0,0.0
3838,5,ZS8758M,0.0,0.0,0.0,0.0
3839,30,LUB9264Z,0.0,0.0,0.0,0.0
3840,8,SK5752N,0.0,0.0,0.0,0.0
3841,6,WLI0304O,0.0,0.0,0.0,0.0
3842,48,WX8622X,0.0,0.0,0.0,0.0
3843,7,ND3121F,0.0,0.0,0.0,0.0
3844,13,KRA5061Q,0.0,0.0,0.0,0.0
3845,9,SK4319A,0.0,0.0,0.0,0.0
3846,11,LB8387D,0.0,0.0,0.0,0.0
3847,14,WXE1114V,0.0,0.0,0.0,0.0
3848,2,DW2178L,0.0,0.0,0.0,0.0
3849,57,WLI0906T,0.0,0.0,0.0,0.0
3850,38,ND9352Y,0.0,0.0,0.0,0.0
3851,16,WWL8523S,0.0,0.0,0.0,0.0
3852,15,SK2445H,0.0,0.0,0.0,0.0
3853,59,PO3459J,0.0,0.0,0.0,0.0
3854,43,WXE4088S,0.0,0.0,0.0,0.0
3855,17,WLI2699B,0.0,0.0,0.0,0.0
3856,20,SK7404R,0.0,0.0,0.0,0.0
3857,23,DW8219T,0.0,0.0,0.0,0.0
3858,45,SZ5932T,0.0,0.0,0.0,0.0
3859,64,WLI8972T,0.0,0.0,0.0,0.0
3860,52,KR7820A,0.0,0.0,0.0,0.0
3861,55,SK7158R,0.0,0.0,0.0,0.0
3862,29,WL5994Z,0.0,0.0,0.0,0.0
3863,19,LUB1293D,0.0,0.0,0.0,0.0
3864,58,WLI1161N,0.0,0.0,0.0,0.0
3865,31,KR8592B,0.0,0.0,0.0,0.0
3866,68,GD4630L,0.0,0.0,0.0,0.0
3867,63,GD4909L,0.0,0.0,0.0,0.0
3868,49,SK9121H,0.0,0.0,0.0,0.0
3869,51,DW5640R,0.0,0.0,0.0,0.0
3870,65,KR1288W,0.0,0.0,0.0,0.0
3871,53,LUB7330L,0.0,0.0,0.0,0.0
3872,56,LUB7176J,0.0,0.0,0.0,0.0
3873,32,DW3686H,0.0,0.0,0.0,0.0
3874,66,KR3256T,0.0,0.0,0.0,0.0
3875,33,GD5257T,0.0,0.0,0.0,0.0
3876,74,SZ8927X,0.0,0.0,0.0,0.0
3877,78,PO7221C,0.0,0.0,0.0,0.0
3878,60,LUB0194J,0.0,0.0,0.0,0.0
3879,70,SZ8447W,0.0,0.0,0.0,0.0
3880,61,DW1363O,0.0,0.0,0.0,0.0
3881,62,LB7493U,0.0,0.0,0.0,0.0
3882,67,WL7016A,0.0,0.0,0.0,0.0
3883,41,WXE8322J,0.0,0.0,0.0,0.0
3884,76,WXE8588B,0.0,0.0,0.0,0.0
3885,82,WLI2004O,0.0,0.0,0.0,0.0
3886,72,WRA7021F,0.0,0.0,0.0,0.0
3887,73,WWL1407H,0.0,0.0,0.0,0.0
3888,44,WP2419B,0.0,0.0,0.0,0.0
3889,85,SZ0582K,0.0,0.0,0.0,0.0
3890,77,KR7675I,0.0,0.0,0.0,0.0
3891,80,DW5428O,0.0,0.0,0.0,0.0
3892,81,PO1797H,0.0,0.0,0.0,0.0
3893,86,KT5039R,0.0,0.0,0.0,0.0
3894,88,ND7590E,0.0,0.0,0.0,0.0
3895,83,WLI2287A,0.0,0.0,0.0,0.0
3896,93,SK7948M,0.0,0.0,0.0,0.0
3897,94,KR0642K,0.0,0.0,0.0,0.0
3898,84,WX3996C,0.0,0.0,0.0,0.0
3899,47,ZS2145O,0.0,0.0,0.0,0.0
3900,50,LUB6041A,0.0,0.0,0.0,0.0
3901,69,WRA5404E,0.0,0.0,0.0,0.0
3902,75,WLI5520G,0.0,0.0,0.0,0.0
3903,95,PO8908A,0.0,0.0,0.0,0.0
3904,97,WRA4184N,0.0,0.0,0.0,0.0
3905,96,WX9995X,0.0,0.0,0.0,0.0
3906,99,KRA8000K,0.0,0.0,0.0,0.0
3907,98,KRA7939H,0.0,0.0,0.0,0.0
3908,92,KT6731O,0.0,0.0,0.0,0.0
3909,79,WRA6536I,0.0,0.0,0.0,0.0
3910,87,DW7720S,0.0,0.0,0.0,0.0
3911,101,WLI4715T,0.0,0.0,0.0,0.0
3912,104,KR5136U,0.0,0.0,0.0,0.0
3913,103,KR4541L,0.0,0.0,0.0,0.0
3914,106,WXE2270U,0.0,0.0,0.0,0.0
3915,89,SZ5500I,0.0,0.0,0.0,0.0
3916,108,WXE7452Q,0.0,0.0,0.0,0.0
3917,90,ND6208S,0.0,0.0,0.0,0.0
3918,109,ZS6774L,0.0,0.0,0.0,0.0
3919,91,WP1265D,0.0,0.0,0.0,0.0
3920,102,GD5667Y,0.0,0.0,0.0,0.0
3921,100,KRA4149H,0.0,0.0,0.0,0.0
3922,114,WXE1047X,0.0,0.0,0.0,0.0
3923,110,KT4836S,0.0,0.0,0.0,0.0
3924,105,SZ9694T,0.0,0.0,0.0,0.0
3925,107,WRA1398H,0.0,0.0,0.0,0.0
3926,118,KR7580B,0.0,0.0,0.0,0.0
3927,111,WWL5505G,0.0,0.0,0.0,0.0
3928,121,WX6972E,0.0,0.0,0.0,0.0
3929,122,PO2263E,0.0,0.0,0.0,0.0
3930,134,ND7237L,0.0,0.0,0.0,0.0
3931,116,DW7592R,0.0,0.0,0.0,0.0
3932,120,ND4327C,0.0,0.0,0.0,0.0
3933,71,WRA0304B,0.0,0.0,0.0,0.0
3934,112,WL8049L,0.0,0.0,0.0,0.0
3935,136,SZ4702H,0.0,0.0,0.0,0.0
3936,126,PO3276I,0.0,0.0,0.0,0.0
3937,127,WL5059I,0.0,0.0,0.0,0.0
3938,113,SZ4034V,0.0,0.0,0.0,0.0
3939,137,LUB1271S,0.0,0.0,0.0,0.0
3940,115,LB4360J,0.0,0.0,0.0,0.0
3941,128,KRA8087A,0.0,0.0,0.0,0.0
3942,117,WX7471C,0.0,0.0,0.0,0.0
3943,140,KRA7201M,0.0,0.0,0.0,0.0
3944,130,WX6900T,0.0,0.0,0.0,0.0
3945,133,WRA8910E,0.0,0.0,0.0,0.0
3946,141,ZS5578E,0.0,0.0,0.0,0.0
3947,119,LU5066O,0.0,0.0,0.0,0.0
3948,123,WLI5823W,0.0,0.0,0.0,0.0
3949,125,LU8544G,0.0,0.0,0.0,0.0
3950,135,ZS2381S,0.0,0.0,0.0,0.0
3951,139,KR3809E,0.0,0.0,0.0,0.0
3952,131,WWL8192M,0.0,0.0,0.0,0.0
3953,124,KR6702W,0.0,0.0,0.0,0.0
3954,138,LB9835U,0.0,0.0,0.0,0.0
3955,129,WLI8788D,0.0,0.0,0.0,0.0
3956,146,SK0010K,0.0,0.0,0.0,0.0
3957,143,SZ2747V,0.0,0.0,0.0,0.0
3958,147,KRA3376S,0.0,0.0,0.0,0.0
3959,150,LUB6308Z,0.0,0.0,0.0,0.0
3960,151,LUB2170A,0.0,0.0,0.0,0.0
3961,153,WL8190B,0.0,0.0,0.0,0.0
3962,161,WXE7534C,0.0,0.0,0.0,0.0
3963,162,SK8077R,0.0,0.0,0.0,0.0
3964,132,DW2688Q,0.0,0.0,0.0,0.0
3965,158,KT9949G,0.0,0.0,0.0,0.0
3966,155,DW8701S,0.0,0.0,0.0,0.0
3967,166,WRA1489O,1289.8400000000001,0.0,0.0,1289.8400000000001
3968,142,LUB6685X,0.0,0.0,0.0,0.0
3969,156,WP7704W,0.0,0.0,0.0,0.0
3970,160,WLI3554R,0.0,0.0,0.0,0.0
3971,144,KRA3675R,1338.4610000000002,0.0,0.0,1338.4610000000002
3972,149,DW3884M,0.0,0.0,0.0,0.0
3973,154,DW7377G,0.0,0.0,0.0,0.0
3974,39,KRA5649X,1400.987,0.0,0.0,1400.987
3975,164,PO0829F,0.0,0.0,0.0,0.0
3976,25,WXE3763C,1403.451,0.0,0.0,1403.451
3977,165,WRA1147C,0.0,0.0,0.0,0.0
3978,163,WXE7175H,0.0,0.0,0.0,0.0
3979,40,ND1003Q,1424.785,0.0,0.0,1424.785
3980,46,WXE3603X,1466.087,0.0,0.0,1466.087
3981,168,WRA2735R,0.0,0.0,0.0,0.0
3982,177,WP5647B,0.0,0.0,0.0,0.0
3983,178,WP7123B,1504.2710000000002,0.0,0.0,1504.2710000000002
3984,169,KRA9105P,1453.18,0.0,0.0,1453.18
3985,145,WLI9760G,0.0,0.0,0.0,0.0
3986,167,SZ9028B,1472.9560000000001,0.0,0.0,1472.9560000000001
3987,152,WXE2452Y,1594.107,0.0,0.0,1594.107
3988,179,WP7321B,1445.108,0.0,0.0,1445.108
3989,171,WP5398T,1580.7930000000001,0.0,0.0,1580.7930000000001
3990,148,WXE6307C,1566.8870000000002,0.0,0.0,1566.8870000000002
3991,36,LU1384P,1168.613,0.0,0.0,1168.613
3992,18,WL6670G,1842.837,0.0,0.0,1842.837
3993,180,WP9876B,1365.798,0.0,0.0,1365.798
3994,175,WP4891B,1356.6100000000001,0.0,0.0,1356.6100000000001
3995,1,KR5246J,1330.62,0.0,0.0,1330.62
3996,173,WP7312B,1724.794,0.0,0.0,1724.794
3997,176,WP8437B,1448.982,0.0,0.0,1448.982
3998,170,WP7276B,1491.31,0.0,0.0,1491.31
3999,35,WP7919L,1559.04,0.0,0.0,1559.04
4000,159,WX9428E,1694.875,0.0,0.0,1694.875
4001,28,DW7534H,1984.6569999999997,0.0,0.0,1984.6569999999997
4002,157,ND8514G,1443.3690000000001,0.0,0.0,1443.3690000000001
4003,37,WP7896H,1438.77,0.0,0.0,1438.77
4004,24,KT0849H,1781.149,0.0,0.0,1781.149
4005,54,ZS8763A,1645.588,0.0,0.0,1645.588
4009,174,WPR312B,1465.6699999999998,0.0,0.0,1465.6699999999998
4006,42,LUB2699F,1656.672,0.0,0.0,1656.672
4007,172,LU5568Z,1759.387,0.0,0.0,1759.387
4008,34,LU6108X,2181.185,0.0,0.0,2181.185
4010,22,SK9256X,1164.118,0.0,0.0,1164.118
4011,26,LUB4051L,1441.973,0.0,0.0,1441.973
4013,27,LU2866X,2183.384,0.0,0.0,2183.384
4015,4,PO6986J,0.0,0.0,0.0,0.0
4016,3,LU8321W,0.0,0.0,0.0,0.0
4017,10,WL3133P,0.0,0.0,0.0,0.0
4018,12,LB6532K,0.0,0.0,0.0,0.0
4019,21,ND3116J,0.0,0.0,0.0,0.0
4020,5,ZS8758M,0.0,0.0,0.0,0.0
4021,25,WXE3763C,0.0,0.0,0.0,0.0
4022,8,SK5752N,0.0,0.0,0.0,0.0
4023,6,WLI0304O,0.0,0.0,0.0,0.0
4024,30,LUB9264Z,0.0,0.0,0.0,0.0
4025,7,ND3121F,0.0,0.0,0.0,0.0
4026,13,KRA5061Q,0.0,0.0,0.0,0.0
4027,9,SK4319A,0.0,0.0,0.0,0.0
4028,11,LB8387D,0.0,0.0,0.0,0.0
4029,14,WXE1114V,0.0,0.0,0.0,0.0
4030,2,DW2178L,0.0,0.0,0.0,0.0
4031,48,WX8622X,0.0,0.0,0.0,0.0
4032,38,ND9352Y,0.0,0.0,0.0,0.0
4033,16,WWL8523S,0.0,0.0,0.0,0.0
4034,15,SK2445H,0.0,0.0,0.0,0.0
4035,57,WLI0906T,0.0,0.0,0.0,0.0
4036,43,WXE4088S,0.0,0.0,0.0,0.0
4037,17,WLI2699B,0.0,0.0,0.0,0.0
4038,20,SK7404R,0.0,0.0,0.0,0.0
4039,23,DW8219T,0.0,0.0,0.0,0.0
4040,45,SZ5932T,0.0,0.0,0.0,0.0
4041,64,WLI8972T,0.0,0.0,0.0,0.0
4042,52,KR7820A,0.0,0.0,0.0,0.0
4043,55,SK7158R,0.0,0.0,0.0,0.0
4044,29,WL5994Z,0.0,0.0,0.0,0.0
4045,19,LUB1293D,0.0,0.0,0.0,0.0
4046,58,WLI1161N,0.0,0.0,0.0,0.0
4047,31,KR8592B,0.0,0.0,0.0,0.0
4048,59,PO3459J,0.0,0.0,0.0,0.0
4049,63,GD4909L,0.0,0.0,0.0,0.0
4050,39,KRA5649X,0.0,0.0,0.0,0.0
4051,40,ND1003Q,0.0,0.0,0.0,0.0
4052,65,KR1288W,0.0,0.0,0.0,0.0
4053,46,WXE3603X,0.0,0.0,0.0,0.0
4054,49,SK9121H,0.0,0.0,0.0,0.0
4055,32,DW3686H,0.0,0.0,0.0,0.0
4056,66,KR3256T,0.0,0.0,0.0,0.0
4057,33,GD5257T,0.0,0.0,0.0,0.0
4058,68,GD4630L,0.0,0.0,0.0,0.0
4059,74,SZ8927X,0.0,0.0,0.0,0.0
4060,51,DW5640R,0.0,0.0,0.0,0.0
4061,70,SZ8447W,0.0,0.0,0.0,0.0
4062,53,LUB7330L,0.0,0.0,0.0,0.0
4063,56,LUB7176J,0.0,0.0,0.0,0.0
4064,60,LUB0194J,0.0,0.0,0.0,0.0
4065,41,WXE8322J,0.0,0.0,0.0,0.0
4066,76,WXE8588B,0.0,0.0,0.0,0.0
4067,78,PO7221C,0.0,0.0,0.0,0.0
4068,61,DW1363O,0.0,0.0,0.0,0.0
4069,62,LB7493U,0.0,0.0,0.0,0.0
4070,44,WP2419B,0.0,0.0,0.0,0.0
4071,85,SZ0582K,0.0,0.0,0.0,0.0
4072,67,WL7016A,0.0,0.0,0.0,0.0
4073,72,WRA7021F,0.0,0.0,0.0,0.0
4074,73,WWL1407H,0.0,0.0,0.0,0.0
4075,86,KT5039R,0.0,0.0,0.0,0.0
4076,82,WLI2004O,0.0,0.0,0.0,0.0
4077,77,KR7675I,0.0,0.0,0.0,0.0
4078,88,ND7590E,0.0,0.0,0.0,0.0
4079,93,SK7948M,0.0,0.0,0.0,0.0
4080,80,DW5428O,0.0,0.0,0.0,0.0
4081,47,ZS2145O,0.0,0.0,0.0,0.0
4082,50,LUB6041A,0.0,0.0,0.0,0.0
4083,69,WRA5404E,0.0,0.0,0.0,0.0
4084,75,WLI5520G,0.0,0.0,0.0,0.0
4085,94,KR0642K,0.0,0.0,0.0,0.0
4086,95,PO8908A,0.0,0.0,0.0,0.0
4087,96,WX9995X,0.0,0.0,0.0,0.0
4088,97,WRA4184N,0.0,0.0,0.0,0.0
4089,98,KRA7939H,0.0,0.0,0.0,0.0
4090,81,PO1797H,0.0,0.0,0.0,0.0
4091,79,WRA6536I,0.0,0.0,0.0,0.0
4092,87,DW7720S,0.0,0.0,0.0,0.0
4093,99,KRA8000K,0.0,0.0,0.0,0.0
4094,104,KR5136U,0.0,0.0,0.0,0.0
4095,83,WLI2287A,0.0,0.0,0.0,0.0
4096,106,WXE2270U,0.0,0.0,0.0,0.0
4097,89,SZ5500I,0.0,0.0,0.0,0.0
4098,84,WX3996C,0.0,0.0,0.0,0.0
4099,90,ND6208S,0.0,0.0,0.0,0.0
4100,109,ZS6774L,0.0,0.0,0.0,0.0
4101,91,WP1265D,0.0,0.0,0.0,0.0
4102,101,WLI4715T,0.0,0.0,0.0,0.0
4103,100,KRA4149H,0.0,0.0,0.0,0.0
4104,114,WXE1047X,0.0,0.0,0.0,0.0
4105,92,KT6731O,0.0,0.0,0.0,0.0
4106,102,GD5667Y,0.0,0.0,0.0,0.0
4107,107,WRA1398H,0.0,0.0,0.0,0.0
4108,118,KR7580B,0.0,0.0,0.0,0.0
4109,111,WWL5505G,0.0,0.0,0.0,0.0
4110,121,WX6972E,0.0,0.0,0.0,0.0
4111,122,PO2263E,0.0,0.0,0.0,0.0
4112,134,ND7237L,0.0,0.0,0.0,0.0
4113,105,SZ9694T,0.0,0.0,0.0,0.0
4114,116,DW7592R,0.0,0.0,0.0,0.0
4115,103,KR4541L,0.0,0.0,0.0,0.0
4116,108,WXE7452Q,0.0,0.0,0.0,0.0
4117,136,SZ4702H,0.0,0.0,0.0,0.0
4118,120,ND4327C,0.0,0.0,0.0,0.0
4119,126,PO3276I,0.0,0.0,0.0,0.0
4120,113,SZ4034V,0.0,0.0,0.0,0.0
4121,137,LUB1271S,0.0,0.0,0.0,0.0
4122,110,KT4836S,0.0,0.0,0.0,0.0
4123,127,WL5059I,0.0,0.0,0.0,0.0
4124,112,WL8049L,0.0,0.0,0.0,0.0
4125,140,KRA7201M,0.0,0.0,0.0,0.0
4126,128,KRA8087A,0.0,0.0,0.0,0.0
4127,130,WX6900T,0.0,0.0,0.0,0.0
4128,141,ZS5578E,0.0,0.0,0.0,0.0
4129,119,LU5066O,0.0,0.0,0.0,0.0
4130,115,LB4360J,0.0,0.0,0.0,0.0
4131,125,LU8544G,0.0,0.0,0.0,0.0
4132,133,WRA8910E,0.0,0.0,0.0,0.0
4133,135,ZS2381S,0.0,0.0,0.0,0.0
4134,131,WWL8192M,0.0,0.0,0.0,0.0
4135,117,WX7471C,0.0,0.0,0.0,0.0
4136,138,LB9835U,0.0,0.0,0.0,0.0
4137,123,WLI5823W,0.0,0.0,0.0,0.0
4138,146,SK0010K,0.0,0.0,0.0,0.0
4139,139,KR3809E,0.0,0.0,0.0,0.0
4140,147,KRA3376S,0.0,0.0,0.0,0.0
4141,150,LUB6308Z,0.0,0.0,0.0,0.0
4142,151,LUB2170A,0.0,0.0,0.0,0.0
4143,153,WL8190B,0.0,0.0,0.0,0.0
4144,157,ND8514G,0.0,0.0,0.0,0.0
4145,161,WXE7534C,0.0,0.0,0.0,0.0
4146,124,KR6702W,0.0,0.0,0.0,0.0
4147,143,SZ2747V,0.0,0.0,0.0,0.0
4148,155,DW8701S,0.0,0.0,0.0,0.0
4149,144,KRA3675R,0.0,0.0,0.0,0.0
4150,129,WLI8788D,0.0,0.0,0.0,0.0
4151,156,WP7704W,0.0,0.0,0.0,0.0
4152,160,WLI3554R,0.0,0.0,0.0,0.0
4153,158,KT9949G,0.0,0.0,0.0,0.0
4154,132,DW2688Q,0.0,0.0,0.0,0.0
4155,142,LUB6685X,0.0,0.0,0.0,0.0
4156,149,DW3884M,0.0,0.0,0.0,0.0
4157,162,SK8077R,0.0,0.0,0.0,0.0
4158,166,WRA1489O,0.0,0.0,0.0,0.0
4159,164,PO0829F,0.0,0.0,0.0,0.0
4160,163,WXE7175H,0.0,0.0,0.0,0.0
4161,154,DW7377G,0.0,0.0,0.0,0.0
4162,176,WP8437B,1400.987,0.0,0.0,1400.987
4163,165,WRA1147C,0.0,0.0,0.0,0.0
4164,177,WP5647B,0.0,0.0,0.0,0.0
4165,35,WP7919L,1466.926,0.0,0.0,1466.926
4166,34,LU6108X,1397.3400000000001,0.0,0.0,1397.3400000000001
4167,42,LUB2699F,1493.1309999999999,0.0,0.0,1493.1309999999999
4168,54,ZS8763A,1275.8829999999998,0.0,0.0,1275.8829999999998
4169,180,WP9876B,1272.965,0.0,0.0,1272.965
4170,152,WXE2452Y,0.0,0.0,0.0,0.0
4171,168,WRA2735R,1444.394,0.0,0.0,1444.394
4172,167,SZ9028B,1565.739,0.0,0.0,1565.739
4173,24,KT0849H,1442.069,0.0,0.0,1442.069
4174,26,LUB4051L,1452.313,0.0,0.0,1452.313
4175,1,KR5246J,1490.531,0.0,0.0,1490.531
4176,22,SK9256X,1377.991,0.0,0.0,1377.991
4177,178,WP7123B,1504.2710000000002,0.0,0.0,1504.2710000000002
4178,169,KRA9105P,1660.6680000000001,0.0,0.0,1660.6680000000001
4179,172,LU5568Z,1620.375,0.0,0.0,1620.375
4180,170,WP7276B,1618.849,0.0,0.0,1618.849
4181,148,WXE6307C,1904.659,0.0,0.0,1904.659
4182,27,LU2866X,1264.165,0.0,0.0,1264.165
4183,174,WPR312B,1567.221,0.0,0.0,1567.221
4184,179,WP7321B,1661.225,0.0,0.0,1661.225
4185,37,WP7896H,1835.589,0.0,0.0,1835.589
4186,71,WRA0304B,1783.121,0.0,0.0,1783.121
4187,175,WP4891B,1793.5620000000001,0.0,0.0,1793.5620000000001
4188,28,DW7534H,1391.1209999999999,0.0,0.0,1391.1209999999999
4191,145,WLI9760G,1642.479,0.0,0.0,1642.479
4189,36,LU1384P,1847.744,0.0,0.0,1847.744
4190,159,WX9428E,1581.401,0.0,0.0,1581.401
4195,4,PO6986J,0.0,0.0,0.0,0.0
4196,1,KR5246J,0.0,0.0,0.0,0.0
4197,3,LU8321W,0.0,0.0,0.0,0.0
4198,10,WL3133P,0.0,0.0,0.0,0.0
4199,12,LB6532K,0.0,0.0,0.0,0.0
